Time [s];Raw Voltage [V];Calibrated Force [mN];Frequency [Hz]
3729186410.452;0.00339;1.85466;1.81232
3729186410.462;0.00336;-0.66483;1.79475
3729186410.472;0.00339;1.85466;1.7687
3729186410.482;0.0034;3.42934;1.75353
3729186410.492;0.00337;0.59491;1.74221
3729186410.502;0.00339;2.48453;1.72304
3729186410.512;0.00346;8.78326;1.73423
3729186410.522;0.00337;-0.03496;1.75773
3729186410.532;0.00342;5.6339;1.76984
3729186410.542;0.00342;5.00403;1.80645
3729186410.552;0.00339;1.85466;1.83043
3729186410.562;0.00338;1.22479;1.84509
3729186410.572;0.00336;-0.66483;1.85351
3729186410.582;0.00337;-0.03496;1.83248
3729186410.592;0.00339;2.48453;1.83705
3729186410.602;0.0033;-6.33369;1.84109
3729186410.612;0.00329;-7.2785;1.82115
3729186410.622;0.00336;-0.66483;1.8221
3729186410.632;0.00332;-5.07394;1.81816
3729186410.642;0.00338;0.90985;1.82779
3729186410.652;0.00333;-3.8142;1.84261
3729186410.662;0.0034;2.79947;1.84258
3729186410.672;0.00336;-0.34989;1.85682
3729186410.682;0.00335;-1.92458;1.87171
3729186410.692;0.00336;-0.97977;1.85708
3729186410.702;0.00334;-2.23951;1.86361
3729186410.712;0.00336;-0.97977;1.86762
3729186410.722;0.00344;7.20858;1.86441
3729186410.732;0.00337;-0.03496;1.87713
3729186410.742;0.00336;-0.66483;1.87288
3729186410.752;0.00336;-0.66483;1.89689
3729186410.762;0.00333;-3.49926;1.89921
3729186410.772;0.00334;-2.23951;1.89369
3729186410.782;0.00339;2.1696;1.90531
3729186410.792;0.00332;-4.759;1.91094
3729186410.802;0.0034;3.42934;1.92713
3729186410.812;0.00333;-3.18432;1.93544
3729186410.822;0.00335;-1.2947;1.91942
3729186410.832;0.00336;-0.34989;1.93486
3729186410.842;0.00334;-2.23951;1.92486
3729186410.852;0.00334;-2.23951;1.91379
3729186410.862;0.00332;-5.07394;1.90952
3729186410.872;0.00334;-2.86939;1.89722
3729186410.882;0.00338;1.22479;1.90667
3729186410.892;0.00336;-0.66483;1.89428
3729186410.902;0.00334;-2.23951;1.87769
3729186410.912;0.00334;-2.86939;1.87232
3729186410.922;0.00334;-2.23951;1.85772
3729186410.932;0.00338;1.53972;1.8652
3729186410.942;0.00332;-4.44407;1.87082
3729186410.952;0.00337;0.59491;1.85175
3729186410.962;0.00337;-0.03496;1.85735
3729186410.972;0.00333;-3.8142;1.84145
3729186410.982;0.00334;-2.23951;1.82573
3729186410.992;0.00336;-0.34989;1.81275
3729186411.002;0.00335;-1.60964;1.78333
3729186411.012;0.00338;1.53972;1.78272
3729186411.022;0.00337;-0.03496;1.76556
3729186411.032;0.00333;-3.18432;1.73381
3729186411.042;0.00339;2.1696;1.72897
3729186411.052;0.00339;2.48453;1.72305
3729186411.062;0.00338;1.53972;1.74254
3729186411.072;0.00341;4.05922;1.78134
3729186411.082;0.00342;4.68909;1.80883
3729186411.092;0.00344;7.20858;1.82453
3729186411.102;0.00338;1.53972;1.8448
3729186411.112;0.0034;3.42934;1.84188
3729186411.122;0.00336;-0.97977;1.84482
3729186411.132;0.00339;2.1696;1.84736
3729186411.142;0.00334;-2.55445;1.82652
3729186411.152;0.00337;0.59491;1.83279
3729186411.162;0.00333;-3.8142;1.83119
3729186411.172;0.00332;-4.12913;1.82707
3729186411.182;0.00335;-1.92458;1.84143
3729186411.192;0.00336;-0.97977;1.83778
3729186411.202;0.00338;0.90985;1.85388
3729186411.212;0.00344;6.89364;1.85863
3729186411.222;0.00336;-0.97977;1.85196
3729186411.232;0.00335;-1.2947;1.86747
3729186411.242;0.00336;-0.66483;1.8644
3729186411.252;0.00339;1.85466;1.8627
3729186411.262;0.00334;-2.23951;1.86089
3729186411.272;0.00329;-7.90837;1.86322
3729186411.282;0.00338;1.22479;1.88122
3729186411.292;0.00331;-5.38888;1.88565
3729186411.302;0.00339;2.1696;1.89003
3729186411.312;0.00336;-0.66483;1.90012
3729186411.322;0.00336;-0.97977;1.89981
3729186411.332;0.00336;-0.34989;1.91277
3729186411.342;0.00332;-4.759;1.93354
3729186411.352;0.00338;0.90985;1.91597
3729186411.362;0.00337;0.27998;1.93206
3729186411.372;0.00336;-0.97977;1.93133
3729186411.382;0.00335;-1.2947;1.91908
3729186411.392;0.00335;-1.60964;1.91214
3729186411.402;0.00332;-5.07394;1.88966
3729186411.412;0.00332;-4.759;1.90405
3729186411.422;0.00331;-5.70381;1.89992
3729186411.432;0.00338;1.53972;1.88902
3729186411.442;0.00333;-3.18432;1.87548
3729186411.452;0.00335;-1.60964;1.86478
3729186411.462;0.00338;0.90985;1.87785
3729186411.472;0.00331;-5.38888;1.86818
3729186411.482;0.00336;-0.66483;1.85645
3729186411.492;0.00335;-1.2947;1.86034
3729186411.502;0.00335;-1.92458;1.85177
3729186411.512;0.0033;-6.64862;1.83623
3729186411.522;0.0033;-6.64862;1.82962
3729186411.532;0.00335;-1.2947;1.8077
3729186411.542;0.00337;0.27998;1.80176
3729186411.552;0.00341;4.37415;1.78372
3729186411.562;0.00338;0.90985;1.7509
3729186411.572;0.0034;2.79947;1.74087
3729186411.582;0.00336;-0.66483;1.7293
3729186411.592;0.00337;0.59491;1.72574
3729186411.602;0.00341;3.74428;1.76114
3729186411.612;0.00339;2.48453;1.78082
3729186411.622;0.00339;2.48453;1.80385
3729186411.632;0.00339;2.1696;1.82503
3729186411.642;0.00331;-5.38888;1.83544
3729186411.652;0.00339;2.48453;1.85919
3729186411.662;0.00337;0.27998;1.84363
3729186411.672;0.00337;0.27998;1.82865
3729186411.682;0.00339;1.85466;1.83476
3729186411.692;0.00336;-0.97977;1.82852
3729186411.702;0.0034;3.42934;1.82037
3729186411.712;0.00336;-0.97977;1.81687
3729186411.722;0.00336;-0.34989;1.82266
3729186411.732;0.00338;0.90985;1.8489
3729186411.742;0.00332;-5.07394;1.85069
3729186411.752;0.00335;-1.60964;1.84486
3729186411.762;0.00369;31.45869;1.86376
3729186411.772;0.00338;1.53972;1.86672
3729186411.782;0.00339;2.48453;1.86398
3729186411.792;0.00323;-13.26229;1.87216
3729186411.802;0.00332;-5.07394;1.86163
3729186411.812;0.0034;3.42934;1.8781
3729186411.822;0.00336;-0.97977;1.88323
3729186411.832;0.00338;1.53972;1.88602
3729186411.842;0.00339;1.85466;1.89853
3729186411.852;0.00336;-0.97977;1.89103
3729186411.862;0.00339;1.85466;1.90603
3729186411.872;0.00334;-2.23951;1.91661
3729186411.882;0.00339;2.1696;1.91696
3729186411.892;0.00336;-0.97977;1.92847
3729186411.902;0.00335;-1.2947;1.93024
3729186411.912;0.0034;3.42934;1.93272
3729186411.922;0.00335;-1.92458;1.92939
3729186411.932;0.00341;3.74428;1.90968
3729186411.942;0.0034;3.42934;1.91202
3729186411.952;0.00336;-0.97977;1.90573
3729186411.962;0.00333;-3.49926;1.90281
3729186411.972;0.00337;0.59491;1.89937
3729186411.982;0.00334;-2.55445;1.87551
3729186411.992;0.00337;0.59491;1.87533
3729186412.002;0.00332;-5.07394;1.86548
3729186412.012;0.00338;1.22479;1.85764
3729186412.022;0.00335;-1.92458;1.86744
3729186412.032;0.00336;-0.66483;1.85788
3729186412.042;0.00337;0.59491;1.85697
3729186412.052;0.00334;-2.23951;1.85098
3729186412.062;0.00333;-3.18432;1.82168
3729186412.072;0.00332;-4.759;1.81425
3729186412.082;0.00339;1.85466;1.78902
3729186412.092;0.00343;6.57871;1.77241
3729186412.102;0.00338;0.90985;1.7555
3729186412.112;0.00341;4.37415;1.73384
3729186412.122;0.00341;4.05922;1.7167
3729186412.132;0.00331;-5.70381;1.71417
3729186412.142;0.00335;-1.2947;1.73687
3729186412.152;0.00342;4.68909;1.77203
3729186412.162;0.00339;2.1696;1.80668
3729186412.172;0.0034;3.42934;1.82211
3729186412.182;0.00341;3.74428;1.84851
3729186412.192;0.00336;-0.34989;1.85534
3729186412.202;0.00341;3.74428;1.84556
3729186412.212;0.00337;0.59491;1.84628
3729186412.222;0.00332;-4.44407;1.83459
3729186412.232;0.00335;-1.2947;1.83279
3729186412.242;0.00333;-3.18432;1.83361
3729186412.252;0.0034;3.11441;1.82321
3729186412.262;0.00334;-2.55445;1.83946
3729186412.272;0.00336;-0.97977;1.84455
3729186412.282;0.00336;-0.97977;1.8501
3729186412.292;0.00336;-0.34989;1.86183
3729186412.302;0.00331;-5.38888;1.86587
3729186412.312;0.00337;-0.03496;1.86946
3729186412.322;0.00337;0.59491;1.87317
3729186412.332;0.00336;-0.97977;1.86414
3729186412.342;0.00337;0.59491;1.86773
3729186412.352;0.00335;-1.60964;1.87596
3729186412.362;0.00339;2.1696;1.87899
3729186412.372;0.00334;-2.86939;1.88648
3729186412.382;0.00335;-1.92458;1.88491
3729186412.392;0.00338;0.90985;1.90396
3729186412.402;0.00334;-2.55445;1.90065
3729186412.412;0.00336;-0.34989;1.89507
3729186412.422;0.00334;-2.23951;1.92141
3729186412.432;0.00333;-3.18432;1.92309
3729186412.442;0.00338;1.22479;1.92901
3729186412.452;0.00335;-1.60964;1.9379
3729186412.462;0.00337;0.59491;1.90768
3729186412.472;0.00334;-2.23951;1.90938
3729186412.482;0.00337;0.27998;1.89866
3729186412.492;0.00336;-0.34989;1.89795
3729186412.502;0.00334;-2.55445;1.90285
3729186412.512;0.00328;-8.22331;1.88837
3729186412.522;0.00336;-0.97977;1.88944
3729186412.532;0.00334;-2.86939;1.87848
3729186412.542;0.00335;-1.2947;1.8712
3729186412.552;0.00333;-3.18432;1.87087
3729186412.562;0.00334;-2.55445;1.86134
3729186412.572;0.00339;2.48453;1.86526
3729186412.582;0.00335;-1.2947;1.86851
3729186412.592;0.00333;-3.49926;1.8349
3729186412.602;0.00333;-3.49926;1.8258
3729186412.612;0.00335;-1.2947;1.8148
3729186412.622;0.00335;-1.92458;1.79491
3729186412.632;0.00336;-0.34989;1.78601
3729186412.642;0.00338;1.53972;1.75165
3729186412.652;0.00341;3.74428;1.73886
3729186412.662;0.00342;5.00403;1.72695
3729186412.672;0.00337;-0.03496;1.72217
3729186412.682;0.00346;9.41314;1.76745
3729186412.692;0.00338;1.22479;1.79264
3729186412.702;0.00338;1.22479;1.79671
3729186412.712;0.00344;6.89364;1.81901
3729186412.722;0.00337;0.59491;1.83328
3729186412.732;0.00339;1.85466;1.83618
3729186412.742;0.00347;10.04301;1.83545
3729186412.752;0.00335;-1.60964;1.82887
3729186412.762;0.00335;-1.60964;1.83882
3729186412.772;0.00334;-2.23951;1.84859
3729186412.782;0.00333;-3.8142;1.82856
3729186412.792;0.00335;-1.60964;1.83237
3729186412.802;0.00333;-3.18432;1.8409
3729186412.812;0.00333;-3.8142;1.84546
3729186412.822;0.00335;-1.92458;1.8553
3729186412.832;0.00335;-1.2947;1.84866
3729186412.842;0.00336;-0.97977;1.86669
3729186412.852;0.00335;-1.2947;1.87875
3729186412.862;0.00342;5.00403;1.85857
3729186412.872;0.00334;-2.23951;1.87031
3729186412.882;0.00335;-1.2947;1.86652
3729186412.892;0.0034;3.42934;1.87039
3729186412.902;0.00336;-0.66483;1.87367
3729186412.912;0.00337;0.27998;1.87432
3729186412.922;0.0034;3.42934;1.9015
3729186412.932;0.00333;-3.18432;1.89814
3729186412.942;0.00336;-0.97977;1.89528
3729186412.952;0.00338;1.22479;1.91299
3729186412.962;0.00334;-2.23951;1.92335
3729186412.972;0.00335;-1.2947;1.92939
3729186412.982;0.00333;-3.18432;1.93752
3729186412.992;0.00335;-1.2947;1.92946
3729186413.002;0.00337;0.59491;1.93354
3729186413.012;0.0034;2.79947;1.92115
3729186413.022;0.00333;-3.49926;1.90906
3729186413.032;0.00333;-3.49926;1.9165
3729186413.042;0.00335;-1.60964;1.89854
3729186413.052;0.00338;1.53972;1.89707
3729186413.062;0.00324;-12.31748;1.8844
3729186413.072;0.00337;0.59491;1.87194
3729186413.082;0.00334;-2.23951;1.86194
3729186413.092;0.00333;-3.18432;1.85329
3729186413.102;0.00335;-1.92458;1.87532
3729186413.112;0.00335;-1.2947;1.86491
3729186413.122;0.00335;-1.2947;1.84598
3729186413.132;0.00336;-0.34989;1.84013
3729186413.142;0.00333;-3.18432;1.82132
3729186413.152;0.00344;7.52352;1.8056
3729186413.162;0.00335;-1.2947;1.78462
3729186413.172;0.00346;9.41314;1.76621
3729186413.182;0.0034;3.42934;1.75731
3729186413.192;0.00336;-0.34989;1.74379
3729186413.202;0.00335;-1.92458;1.72035
3729186413.212;0.0034;3.42934;1.72486
3729186413.222;0.00337;-0.03496;1.75478
3729186413.232;0.00342;5.6339;1.77224
3729186413.242;0.00341;3.74428;1.80881
3729186413.252;0.00344;7.20858;1.82777
3729186413.262;0.0034;3.42934;1.84227
3729186413.272;0.00336;-0.66483;1.84941
3729186413.282;0.00337;0.59491;1.83658
3729186413.292;0.00336;-0.66483;1.84761
3729186413.302;0.00328;-8.22331;1.83546
3729186413.312;0.00337;0.27998;1.82507
3729186413.322;0.00335;-1.2947;1.83348
3729186413.332;0.00336;-0.34989;1.82538
3729186413.342;0.00339;2.1696;1.83006
3729186413.352;0.00333;-3.18432;1.83874
3729186413.362;0.00333;-3.49926;1.84291
3729186413.372;0.00339;1.85466;1.86548
3729186413.382;0.00332;-4.44407;1.86849
3729186413.392;0.00338;0.90985;1.86058
3729186413.402;0.00336;-0.66483;1.87168
3729186413.412;0.00336;-0.34989;1.86997
3729186413.422;0.00335;-1.60964;1.86587
3729186413.432;0.00335;-1.60964;1.87923
3729186413.442;0.00334;-2.86939;1.87461
3729186413.452;0.00333;-3.8142;1.8889
3729186413.462;0.00336;-0.97977;1.89618
3729186413.472;0.00337;0.27998;1.89571
3729186413.482;0.00333;-3.8142;1.90434
3729186413.492;0.00333;-3.18432;1.9046
3729186413.502;0.00339;2.48453;1.92988
3729186413.512;0.00333;-3.18432;1.93094
3729186413.522;0.00336;-0.34989;1.92658
3729186413.532;0.00334;-2.86939;1.93538
3729186413.542;0.00332;-5.07394;1.92272
3729186413.552;0.00335;-1.60964;1.91842
3729186413.562;0.00334;-2.23951;1.91638
3729186413.572;0.00334;-2.55445;1.89033
3729186413.582;0.00332;-5.07394;1.89933
3729186413.592;0.00333;-3.49926;1.89063
3729186413.602;0.00328;-8.53824;1.87555
3729186413.612;0.00334;-2.55445;1.87272
3729186413.622;0.00335;-1.60964;1.85522
3729186413.632;0.00334;-2.23951;1.86225
3729186413.642;0.00336;-0.66483;1.86652
3729186413.652;0.00336;-0.97977;1.85951
3729186413.662;0.00338;0.90985;1.86193
3729186413.672;0.00333;-3.49926;1.84085
3729186413.682;0.00339;1.85466;1.8271
3729186413.692;0.00338;0.90985;1.82189
3729186413.702;0.00336;-0.34989;1.79296
3729186413.712;0.00337;0.59491;1.79231
3729186413.722;0.00349;12.24756;1.76022
3729186413.732;0.00337;-0.03496;1.73
3729186413.742;0.00338;1.53972;1.72354
3729186413.752;0.00333;-3.18432;1.72067
3729186413.762;0.00341;4.05922;1.74494
3729186413.772;0.0034;3.42934;1.77618
3729186413.782;0.00341;4.37415;1.79464
3729186413.792;0.00337;0.59491;1.81349
3729186413.802;0.00336;-0.66483;1.83003
3729186413.812;0.00339;2.1696;1.83163
3729186413.822;0.00336;-0.34989;1.84069
3729186413.832;0.00337;-0.03496;1.83729
3729186413.842;0.00338;0.90985;1.82414
3729186413.852;0.00332;-4.12913;1.83753
3729186413.862;0.00333;-3.18432;1.8359
3729186413.872;0.00338;1.22479;1.82959
3729186413.882;0.00335;-1.92458;1.83741
3729186413.892;0.00332;-4.759;1.83987
3729186413.902;0.00339;1.85466;1.86379
3729186413.912;0.00334;-2.55445;1.8613
3729186413.922;0.00334;-2.55445;1.8619
3729186413.932;0.00339;2.1696;1.87385
3729186413.942;0.00336;-0.66483;1.86791
3729186413.952;0.00336;-0.97977;1.86853
3729186413.962;0.00339;2.48453;1.87104
3729186413.972;0.0034;2.79947;1.86848
3729186413.982;0.00335;-1.92458;1.8826
3729186413.992;0.00336;-0.97977;1.88388
3729186414.002;0.00335;-1.60964;1.89043
3729186414.012;0.00333;-3.8142;1.89616
3729186414.022;0.00333;-3.49926;1.89055
3729186414.032;0.00337;0.59491;1.9178
3729186414.042;0.00337;-0.03496;1.92586
3729186414.052;0.00337;0.59491;1.91933
3729186414.062;0.0034;3.11441;1.93048
3729186414.072;0.00338;0.90985;1.9328
3729186414.082;0.00339;2.1696;1.92855
3729186414.092;0.00316;-19.87595;1.91668
3729186414.102;0.00334;-2.23951;1.89142
3729186414.112;0.00336;-0.34989;1.90844
3729186414.122;0.00332;-4.759;1.90092
3729186414.132;0.00337;-0.03496;1.891
3729186414.142;0.00333;-3.8142;1.88461
3729186414.152;0.00339;2.48453;1.86743
3729186414.162;0.00334;-2.86939;1.87005
3729186414.172;0.0033;-6.64862;1.86545
3729186414.182;0.00337;0.27998;1.86567
3729186414.192;0.00334;-2.86939;1.86259
3729186414.202;0.00336;-0.97977;1.84657
3729186414.212;0.00344;6.89364;1.84183
3729186414.222;0.00335;-1.92458;1.83988
3729186414.232;0.00336;-0.66483;1.81008
3729186414.242;0.00341;3.74428;1.7932
3729186414.252;0.00334;-2.23951;1.779
3729186414.262;0.00339;2.48453;1.75187
3729186414.272;0.00338;1.22479;1.74125
3729186414.282;0.00337;-0.03496;1.72591
3729186414.292;0.0034;2.79947;1.71875
3729186414.302;0.00339;2.48453;1.74774
3729186414.312;0.0034;3.42934;1.7665
3729186414.322;0.00342;5.6339;1.79707
3729186414.332;0.0034;2.79947;1.82561
3729186414.342;0.0034;3.11441;1.83599
3729186414.352;0.0034;2.79947;1.84985
3729186414.362;0.00336;-0.34989;1.83865
3729186414.372;0.00343;6.26377;1.83032
3729186414.382;0.0034;3.42934;1.83219
3729186414.392;0.00333;-3.49926;1.82898
3729186414.402;0.00334;-2.86939;1.82472
3729186414.412;0.00333;-3.8142;1.82484
3729186414.422;0.00335;-1.60964;1.8264
3729186414.432;0.00335;-1.60964;1.8443
3729186414.442;0.00335;-1.2947;1.85342
3729186414.452;0.00335;-1.60964;1.85443
3729186414.462;0.00335;-1.92458;1.87041
3729186414.472;0.00332;-4.759;1.87075
3729186414.482;0.00337;-0.03496;1.86778
3729186414.492;0.00334;-2.86939;1.87472
3729186414.502;0.00334;-2.86939;1.85983
3729186414.512;0.00338;1.53972;1.87116
3729186414.522;0.0034;3.11441;1.87592
3729186414.532;0.00342;5.00403;1.87714
3729186414.542;0.00338;1.22479;1.88973
3729186414.552;0.00333;-3.49926;1.8828
3729186414.562;0.00334;-2.23951;1.90533
3729186414.572;0.00338;0.90985;1.90924
3729186414.582;0.00339;2.48453;1.91577
3729186414.592;0.00333;-3.18432;1.92435
3729186414.602;0.00339;2.48453;1.92475
3729186414.612;0.00338;1.22479;1.93366
3729186414.622;0.00331;-5.38888;1.92866
3729186414.632;0.00337;0.59491;1.90828
3729186414.642;0.00338;1.22479;1.90743
3729186414.652;0.00334;-2.86939;1.89928
3729186414.662;0.00334;-2.23951;1.8949
3729186414.672;0.00338;0.90985;1.89221
3729186414.682;0.00339;1.85466;1.86967
3729186414.692;0.00336;-0.97977;1.86524
3729186414.702;0.00334;-2.86939;1.85735
3729186414.712;0.00332;-4.12913;1.85168
3729186414.722;0.00332;-4.12913;1.86352
3729186414.732;0.00334;-2.55445;1.85168
3729186414.742;0.00336;-0.97977;1.85727
3729186414.752;0.00336;-0.66483;1.8524
3729186414.762;0.00335;-1.2947;1.82055
3729186414.772;0.00335;-1.2947;1.81332
3729186414.782;0.00328;-8.22331;1.79529
3729186414.792;0.00338;1.22479;1.77008
3729186414.802;0.00346;9.41314;1.7529
3729186414.812;0.00342;5.00403;1.73059
3729186414.822;0.00342;4.68909;1.71458
3729186414.832;0.00337;0.27998;1.70718
3729186414.842;0.00338;0.90985;1.72877
3729186414.852;0.00342;4.68909;1.76295
3729186414.862;0.00355;17.60148;1.799
3729186414.872;0.00338;0.90985;1.81828
3729186414.882;0.00343;6.57871;1.84633
3729186414.892;0.00334;-2.23951;1.8552
3729186414.902;0.00336;-0.97977;1.84231
3729186414.912;0.00338;0.90985;1.84262
3729186414.922;0.00334;-2.55445;1.83241
3729186414.932;0.00337;0.59491;1.83222
3729186414.942;0.00334;-2.86939;1.83427
3729186414.952;0.00334;-2.86939;1.82136
3729186414.962;0.00338;0.90985;1.83744
3729186414.972;0.00335;-1.2947;1.845
3729186414.982;0.00325;-11.37267;1.8513
3729186414.992;0.00337;0.59491;1.86047
3729186415.002;0.00334;-2.55445;1.86332
3729186415.012;0.00341;4.05922;1.86622
3729186415.022;0.00334;-2.86939;1.87037
3729186415.032;0.00338;0.90985;1.86037
3729186415.042;0.0034;3.42934;1.8636
3729186415.052;0.00336;-0.66483;1.86929
3729186415.062;0.00334;-2.55445;1.87392
3729186415.072;0.00347;9.72807;1.88294
3729186415.082;0.00339;2.48453;1.88246
3729186415.092;0.00337;0.59491;1.90422
3729186415.102;0.00336;-0.97977;1.90404
3729186415.112;0.00335;-1.2947;1.89727
3729186415.122;0.00332;-4.12913;1.92245
3729186415.132;0.00343;6.57871;1.92255
3729186415.142;0.00338;1.53972;1.92728
3729186415.152;0.00332;-4.12913;1.93794
3729186415.162;0.00338;0.90985;1.90827
3729186415.172;0.00339;2.1696;1.90686
3729186415.182;0.00334;-2.23951;1.89186
3729186415.192;0.00336;-0.66483;1.89047
3729186415.202;0.00324;-12.31748;1.90006
3729186415.212;0.00332;-5.07394;1.88458
3729186415.222;0.0034;3.42934;1.88086
3729186415.232;0.00338;0.90985;1.86941
3729186415.242;0.00335;-1.2947;1.86327
3729186415.252;0.00333;-3.49926;1.86538
3729186415.262;0.00333;-3.8142;1.85932
3729186415.272;0.00332;-4.12913;1.86299
3729186415.282;0.00335;-1.2947;1.86713
3729186415.292;0.00335;-1.2947;1.8364
3729186415.302;0.00336;-0.34989;1.83049
3729186415.312;0.00335;-1.60964;1.82087
3729186415.322;0.00337;0.59491;1.79472
3729186415.332;0.00339;1.85466;1.78766
3729186415.342;0.00337;0.27998;1.76303
3729186415.352;0.00339;1.85466;1.74021
3729186415.362;0.00338;1.53972;1.72768
3729186415.372;0.00338;1.22479;1.7139
3729186415.382;0.00342;5.6339;1.7445
3729186415.392;0.00335;-1.60964;1.78354
3729186415.402;0.00342;5.31896;1.79045
3729186415.412;0.00342;5.6339;1.82255
3729186415.422;0.00339;2.48453;1.8348
3729186415.432;0.00338;1.53972;1.83869
3729186415.442;0.00339;2.48453;1.83682
3729186415.452;0.00332;-4.44407;1.82839
3729186415.462;0.00339;2.48453;1.82676
3729186415.472;0.00336;-0.34989;1.83079
3729186415.482;0.00333;-3.18432;1.82211
3729186415.492;0.00332;-4.12913;1.82604
3729186415.502;0.0033;-6.33369;1.83314
3729186415.512;0.00333;-3.8142;1.84125
3729186415.522;0.0034;3.11441;1.85652
3729186415.532;0.00335;-1.2947;1.85513
3729186415.542;0.00337;-0.03496;1.86053
3729186415.552;0.00332;-4.44407;1.87186
3729186415.562;0.00346;9.41314;1.86052
3729186415.572;0.00333;-3.49926;1.86885
3729186415.582;0.00337;-0.03496;1.86754
3729186415.592;0.00336;-0.97977;1.871
3729186415.602;0.00335;-1.60964;1.88254
3729186415.612;0.00335;-1.60964;1.87613
3729186415.622;0.00346;8.78326;1.90397
3729186415.632;0.00333;-3.8142;1.90231
3729186415.642;0.00337;-0.03496;1.89322
3729186415.652;0.00337;0.27998;1.9091
3729186415.662;0.00335;-1.2947;1.92132
3729186415.672;0.00336;-0.66483;1.9265
3729186415.682;0.00336;-0.34989;1.93842
3729186415.692;0.00334;-2.23951;1.92418
3729186415.702;0.00337;0.27998;1.92975
3729186415.712;0.00335;-1.60964;1.91775
3729186415.722;0.00336;-0.34989;1.90534
3729186415.732;0.00335;-1.92458;1.90753
3729186415.742;0.00335;-1.2947;1.8996
3729186415.752;0.00338;1.22479;1.89814
3729186415.762;0.00337;0.27998;1.8796
3729186415.772;0.00337;0.27998;1.86733
3729186415.782;0.00337;0.27998;1.86768
3729186415.792;0.00333;-3.8142;1.85373
3729186415.802;0.00338;1.53972;1.86995
3729186415.812;0.00332;-4.44407;1.86773
3729186415.822;0.00345;8.15339;1.851
3729186415.832;0.00336;-0.66483;1.85104
3729186415.842;0.00336;-0.34989;1.83389
3729186415.852;0.00339;1.85466;1.81688
3729186415.862;0.00337;-0.03496;1.79235
3729186415.872;0.00335;-1.60964;1.77504
3729186415.882;0.00344;7.52352;1.76273
3729186415.892;0.00336;-0.34989;1.74805
3729186415.902;0.00336;-0.66483;1.71843
3729186415.912;0.00339;2.1696;1.72014
3729186415.922;0.0034;3.42934;1.73801
3729186415.932;0.00345;8.46833;1.76122
3729186415.942;0.00339;1.85466;1.79511
3729186415.952;0.0034;3.11441;1.82191
3729186415.962;0.00343;5.94883;1.83926
3729186415.972;0.00339;2.1696;1.85362
3729186415.982;0.00339;2.1696;1.83749
3729186415.992;0.00335;-1.92458;1.84058
3729186416.002;0.00334;-2.23951;1.84122
3729186416.012;0.00334;-2.23951;1.82346
3729186416.022;0.0034;3.42934;1.83062
3729186416.032;0.00333;-3.18432;1.826
3729186416.042;0.00336;-0.34989;1.83336
3729186416.052;0.00342;5.00403;1.84981
3729186416.062;0.00331;-5.70381;1.84933
3729186416.072;0.00336;-0.97977;1.8634
3729186416.082;0.00337;-0.03496;1.87737
3729186416.092;0.00338;0.90985;1.86389
3729186416.102;0.00336;-0.34989;1.87327
3729186416.112;0.00339;1.85466;1.87153
3729186416.122;0.00335;-1.92458;1.86574
3729186416.132;0.00338;1.22479;1.87029
3729186416.142;0.00335;-1.2947;1.87245
3729186416.152;0.00333;-3.18432;1.8861
3729186416.162;0.00336;-0.34989;1.89405
3729186416.172;0.00336;-0.66483;1.89352
3729186416.182;0.00335;-1.60964;1.90365
3729186416.192;0.00335;-1.92458;1.90576
3729186416.202;0.00333;-3.8142;1.9245
3729186416.212;0.00333;-3.49926;1.92888
3729186416.222;0.00335;-1.60964;1.91768
3729186416.232;0.00336;-0.97977;1.93138
3729186416.242;0.00338;1.22479;1.91921
3729186416.252;0.00336;-0.97977;1.91045
3729186416.262;0.00337;0.59491;1.90692
3729186416.272;0.00332;-5.07394;1.89147
3729186416.282;0.00337;0.59491;1.89769
3729186416.292;0.00334;-2.23951;1.88953
3729186416.302;0.00332;-4.12913;1.87821
3729186416.312;0.00332;-4.12913;1.87167
3729186416.322;0.00338;0.90985;1.86475
3729186416.332;0.00332;-5.07394;1.87747
3729186416.342;0.00336;-0.97977;1.87571
3729186416.352;0.00335;-1.60964;1.85919
3729186416.362;0.00337;0.59491;1.86606
3729186416.372;0.0033;-6.33369;1.85194
3729186416.382;0.00337;-0.03496;1.83609
3729186416.392;0.00335;-1.60964;1.82752
3729186416.402;0.00336;-0.34989;1.79856
3729186416.412;0.00343;5.94883;1.79708
3729186416.422;0.00337;0.59491;1.7695
3729186416.432;0.00345;8.15339;1.7346
3729186416.442;0.00342;4.68909;1.7265
3729186416.452;0.00337;-0.03496;1.72183
3729186416.462;0.0034;3.42934;1.74347
3729186416.472;0.00342;5.00403;1.78012
3729186416.482;0.00333;-3.18432;1.798
3729186416.492;0.00343;5.94883;1.81306
3729186416.502;0.00338;0.90985;1.82587
3729186416.512;0.0034;2.79947;1.82826
3729186416.522;0.00339;1.85466;1.83895
3729186416.532;0.0034;3.11441;1.83621
3729186416.542;0.00343;5.94883;1.82191
3729186416.552;0.00332;-4.44407;1.83246
3729186416.562;0.00333;-3.49926;1.83297
3729186416.572;0.00332;-4.44407;1.82772
3729186416.582;0.00334;-2.23951;1.83699
3729186416.592;0.00331;-5.38888;1.84142
3729186416.602;0.00351;14.13718;1.86754
3729186416.612;0.00332;-4.759;1.86376
3729186416.622;0.00332;-4.12913;1.85831
